,following_link,username,timestamp
141,https://www.instagram.com/bertemios,bertemios,2024-06-23 07:48:42
140,https://www.instagram.com/lil_nati_14,lil_nati_14,2024-06-24 11:09:33
139,https://www.instagram.com/dagmawit_tedla,dagmawit_tedla,2024-06-26 07:58:48
138,https://www.instagram.com/startup_stories11,startup_stories11,2024-07-02 10:00:14
137,https://www.instagram.com/adama_fullgospel_youth__,adama_fullgospel_youth__,2024-07-02 15:47:42
136,https://www.instagram.com/phares_fikadu,phares_fikadu,2024-07-02 16:03:12
135,https://www.instagram.com/figma,figma,2024-07-03 09:09:14
134,https://www.instagram.com/zetseat.youth.ym4tn,zetseat.youth.ym4tn,2024-07-03 09:11:48
133,https://www.instagram.com/ruth_amdr,ruth_amdr,2024-07-03 18:45:39
132,https://www.instagram.com/alibaba.com_official,alibaba.com_official,2024-07-08 18:32:26
131,https://www.instagram.com/kalutiyee,kalutiyee,2024-07-17 07:26:39
130,https://www.instagram.com/rediet_merid,rediet_merid,2024-07-18 08:36:48
129,https://www.instagram.com/dagicom,dagicom,2024-07-20 04:35:29
128,https://www.instagram.com/pixelverse.xyz,pixelverse.xyz,2024-07-20 04:50:47
127,https://www.instagram.com/mrbean,mrbean,2024-07-21 06:16:12
126,https://www.instagram.com/compsci.brainrot,compsci.brainrot,2024-07-21 19:33:49
125,https://www.instagram.com/besukalfantaye,besukalfantaye,2024-07-22 19:20:56
124,https://www.instagram.com/dw_coffee_export,dw_coffee_export,2024-07-24 19:04:02
123,https://www.instagram.com/ghill_coffee,ghill_coffee,2024-07-25 13:58:25
122,https://www.instagram.com/revlucynatasha,revlucynatasha,2024-07-30 17:51:35
121,https://www.instagram.com/tomthemime,tomthemime,2024-08-01 16:24:47
120,https://www.instagram.com/bereket__lemma,bereket__lemma,2024-08-01 17:53:20
119,https://www.instagram.com/_i.m.t.o.n.i_,_i.m.t.o.n.i_,2024-08-11 19:51:52
118,https://www.instagram.com/noel123bn,noel123bn,2024-08-12 20:02:15
117,https://www.instagram.com/kirubel_minda_,kirubel_minda_,2024-08-14 04:56:17
116,https://www.instagram.com/kaleb_kov,kaleb_kov,2024-08-15 05:41:20
115,https://www.instagram.com/ermiyaslemma_d,ermiyaslemma_d,2024-08-16 04:24:16
114,https://www.instagram.com/mah1der,mah1der,2024-08-16 11:09:34
113,https://www.instagram.com/cooler.r__,cooler.r__,2024-08-17 06:56:05
112,https://www.instagram.com/tehtena12,tehtena12,2024-08-18 13:27:26
111,https://www.instagram.com/vx_bekii,vx_bekii,2024-08-18 13:30:34
110,https://www.instagram.com/hani_cute11,hani_cute11,2024-08-18 13:50:32
109,https://www.instagram.com/aleesia_bam,aleesia_bam,2024-08-19 15:52:21
108,https://www.instagram.com/naa_tooz,naa_tooz,2024-08-19 17:57:53
107,https://www.instagram.com/b_e_m_n_i____ta,b_e_m_n_i____ta,2024-08-19 18:48:50
106,https://www.instagram.com/y0h_.anes,y0h_.anes,2024-08-20 10:42:44
105,https://www.instagram.com/its._.obsii_,its._.obsii_,2024-08-20 16:46:19
104,https://www.instagram.com/alew19900,alew19900,2024-08-26 18:23:04
103,https://www.instagram.com/marakienglish_amharic,marakienglish_amharic,2024-08-29 18:06:57
102,https://www.instagram.com/ferae5979,ferae5979,2024-08-31 18:22:49
